Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
Receptionist,"BFI Education Services Co., Ltd","Customer Service, Support",Mandalay,Benefits: Rewards for over performance Overtime payments Meal allowance,Highlights:Fun working environment,Career Opportunities: Learn new skills on the job,05 Mar 2024,https://www.jobnet.com.mm/job/receptionist-bfi-education-services-co-ltd/96908,5
Finance Manager,JobNet Corporate,"Finance, Accounting, Audit",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,05 Mar 2024,https://www.jobnet.com.mm/job/finance-manager-jobnet-corporate/96907,5
HR Executive (Talent Acquisition),Tumil Holdings Limited,"HR, Training and Recruitment",Yangon,Benefits: -Competitive salary and benefits package -Opportunity to work in a fast-paced and dynamic environment -Be part of a growing and successful company,Highlights:Opportunity to learn and grow your career Work with a supportive and collaborative team,Career Opportunities: Opportunities for promotion,05 Mar 2024,https://www.jobnet.com.mm/job/hr-executive-talent-acquisition-tumil-holdings-limited/93278,5
Banking Assistant (Settlement & Reconciliation),KBZ Bank,"Customer Service, Support",Yangon,Benefits: . Bonus  . Ferry  . Uniform,Highlights:International Standard,Career Opportunities: . Learn new skills on Job,05 Mar 2024,https://www.jobnet.com.mm/job/banking-assistant-settlement-and-reconciliation-kbz-bank/96906,5
Marketing Manager,JobNet Corporate,"Marketing, Media, Creative",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,05 Mar 2024,https://www.jobnet.com.mm/job/marketing-manager-jobnet-corporate/96905,5
Operation Supervisor (MDY),"BFI Education Services Co., Ltd","Project, Operations Management",Mandalay,Benefits: Reward for over performance Overtime payments Meal allowance,Highlights:Fun Working Environment,Career Opportunities: Learn new skills on the job,05 Mar 2024,https://www.jobnet.com.mm/job/operation-supervisor-mdy-bfi-education-services-co-ltd/96904,5
B2B Sales Manager,JobNet Corporate,"Sales, Business Development",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,05 Mar 2024,https://www.jobnet.com.mm/job/b2b-sales-manager-jobnet-corporate/96903,5
Social Media Sales Executive,Myanmar Excellence Institute (MEI),"Sales, Business Development",Yangon,Benefits: Rewards For Over Performance KPI Bonus,Highlights:- Leading Education Company in Myanmar  - Join a Winning TEAM - You Can Make a Difference,"Career Opportunities: -World class training will be provided (Sales, Marketing, Personal Development, Leadership, Team Building)",05 Mar 2024,https://www.jobnet.com.mm/job/social-media-sales-executive-myanmar-excellence-institute-mei/90462,5
Application Specialist (Diagnostic Imaging),Golden Myanmar Alliance,"Medical, Nursing, Pharmacy",Yangon,Benefits: -Meal  -Travel Allowance -Phone Bill,Highlights:-Fun working environment,Career Opportunities: -Training provided,05 Mar 2024,https://www.jobnet.com.mm/job/application-specialist-diagnostic-imaging-golden-myanmar-alliance/96902,5
"Senior Analyst, Digital Application",AIA Myanmar,"IT Hardware, Software",Yangon,Benefits: -	Health Benefits -	Sales Commission -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,05 Mar 2024,https://www.jobnet.com.mm/job/senior-analyst-digital-application-aia-myanmar/96901,5
Branch Accounting Senior Officer,KBZ Bank,"Finance, Accounting, Audit",Yangon,Benefits: Quarterly bonus Uniform Ferry Provide,Highlights:International Standard,Career Opportunities: Management Potential,05 Mar 2024,https://www.jobnet.com.mm/job/branch-accounting-senior-officer-kbz-bank/96900,5
Fund Management Support,KBZ Bank,"Finance, Accounting, Audit",Yangon,Benefits: - Bonus + Uniform,Highlights:- Fun Working Environment,Career Opportunities: - Learn new skills and techniques,05 Mar 2024,https://www.jobnet.com.mm/job/fund-management-support-kbz-bank/96899,5
Assistant Manager (Low-Code/Power Platform),Hana Microfinance Ltd,"IT Hardware, Software",Yangon,Benefits: Rewards over performance,Highlights:Join a winning team,Career Opportunities: Possibility for job training,05 Mar 2024,https://www.jobnet.com.mm/job/assistant-manager-low-code-power-platform-hana-microfinance-ltd/96898,6
Sales Executive - Automotive,Capital Diamond Star Group (CDSG),"Sales, Business Development",Yangon,Benefits: Benefits will be provided according to company policy.,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,05 Mar 2024,https://www.jobnet.com.mm/job/sales-executive-automotive-capital-diamond-star-group-cdsg/96897,6
Marketing Assistant Executive,"City Mart Holding Co.,Ltd","Marketing, Media, Creative",Yangon,"Benefits: -Sat, Sun, Public Holiday - OFF -Provide Ferry -Yearly increment -Yearly bonus",Highlights:-Health Care Benefits -Hospital Care Benefits,Career Opportunities: - free e-learning platforms,05 Mar 2024,https://www.jobnet.com.mm/job/marketing-assistant-executive-city-mart-holding-co-ltd/96896,6
Registration And Facilitate Executive,Capital Diamond Star Group (CDSG),Administrative,Yangon,Benefits: Benefit will be provided according to company's policy.,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,05 Mar 2024,https://www.jobnet.com.mm/job/registration-and-facilitate-executive-capital-diamond-star-group-cdsg/96895,6
Digital Marketing Intern,"Starcom Myanmar Co., Ltd","Marketing, Media, Creative",Yangon,Benefits: * Rewards for over performance,Highlights:* Fun working environment * International Standards *Join an experience team,Career Opportunities: - Hands-on experience in a dynamic and growing media service agency. - Exposure to a wide range of digital marketing strategies and tools.,05 Mar 2024,https://www.jobnet.com.mm/job/digital-marketing-intern-starcom-myanmar-co-ltd/96894,6
Senior Partnership Executive,Yoma Strategic Holdings Ltd.,"Sales, Business Development",Yangon,Benefits: - Transportation - Medical Insurance,Highlights:- International Standards - Make a difference - Join an experienced team,Career Opportunities: - Training provided - Learn new skills and techniques - Opportunities for promotion - Management potential,05 Mar 2024,https://www.jobnet.com.mm/job/senior-partnership-executive-yoma-strategic-holdings-ltd/96893,6
Product Manager (Healthcare OTC),DKSH ( Myanmar ) Ltd.,"Medical, Nursing, Pharmacy",Yangon,Benefits: Rewards over performance,Highlights:International Standard,Career Opportunities: Management Potential,05 Mar 2024,https://www.jobnet.com.mm/job/product-manager-healthcare-otc-dksh-myanmar-ltd/96474,6
Warehouse Executive,Coca-Cola Pinya Beverages Myanmar,"Logistics, Warehousing, Port",Yangon,Benefits: Ferry Provided Meal Provided,Highlights:International Standards,Career Opportunities: Learn new skills on job,05 Mar 2024,https://www.jobnet.com.mm/job/warehouse-executive-coca-cola-pinya-beverages-myanmar/94556,6
Business Analyst,Coca-Cola Pinya Beverages Myanmar,"Sales, Business Development",Yangon,Benefits: Ferry Provided Lunch Provided,Highlights:International Standards,Career Opportunities: Learn new skills on job,05 Mar 2024,https://www.jobnet.com.mm/job/business-analyst-coca-cola-pinya-beverages-myanmar/95051,6
Cluster Lead - Engineer (Madaya),Irrawaddy Green Towers,"Engineering, Technical, HSE",Mandalay,Benefits: * Laptop Provide * Phone Bill Top-Up * Insurance,Highlights:* International Standard,Career Opportunities: * Key Performance Indicator,05 Mar 2024,https://www.jobnet.com.mm/job/cluster-lead-engineer-madaya-irrawaddy-green-towers/93257,6
Autocad Design Supervisor,"INHOUSE Industry Co., Ltd.","Architecture, Design",Yangon,Benefits: - Ferry provided - Yearly salary increment and bonus depend on performance,Highlights:- Leading furniture and interior decoration company,Career Opportunities: - Learn new skill on the job,05 Mar 2024,https://www.jobnet.com.mm/job/autocad-design-supervisor-inhouse-industry-co-ltd/96892,6
Technical Sales Engineer (Urgent),"Machinery and Solutions Co., Ltd","Engineering, Technical, HSE",Yangon,Benefits: - Ferry Provided - Sat/ Sun & Public holidays Off,Highlights:- An awesome company - Join a winning team - You can make a different,Career Opportunities: - Opportunities for promotion - Possibility for Job training - Learn new skills and techniques,05 Mar 2024,https://www.jobnet.com.mm/job/technical-sales-engineer-urgent-machinery-and-solutions-co-ltd/92964,6
Logistic Officer/ Coordinator - Urgent,"Machinery and Solutions Co., Ltd","Logistics, Warehousing, Port",Yangon,Benefits: - Ferry Provided - Sat/Sunday & Public holidays Off,Highlights:- An awesome company - Join a winning team - You can make a different,Career Opportunities: - Opportunities for promotion - Possibility for job training - Learn new skills and techniques,05 Mar 2024,https://www.jobnet.com.mm/job/logistic-officer-coordinator-urgent-machinery-and-solutions-co-ltd/92963,6
Junior Network Engineer,Manulife Myanmar,"IT Hardware, Software",Yangon,Benefits: -Performance Bonus   -Transportation Allowance   -Mobile Benefit   -Medical Benefit,Highlights:-International Standards   - Diversity & Inclusion   - Active & warm working culture   - Join an experienced team,Career Opportunities: - International Training    - Career Development   - Multi cultural explorer,05 Mar 2024,https://www.jobnet.com.mm/job/junior-network-engineer-manulife-myanmar/96891,6
Supply Chain Finance Operations Executive - Trade,KBZ Bank,"Customer Service, Support",Yangon,Benefits: Quarterly Bonus Ferry (YGN area) Uniform Health Care Support,Highlights:International Standards Leading Bank in Myanmar,Career Opportunities: Opportunities for promotion,05 Mar 2024,https://www.jobnet.com.mm/job/supply-chain-finance-operations-executive-trade-kbz-bank/96050,6
Supply Chain Finance Operations Manager - Trade,KBZ Bank,"Customer Service, Support",Yangon,Benefits: Quarterly Bonus Ferry (YGN area) Uniform Health Care Support,Highlights:International Standards Leading Bank in Myanmar,Career Opportunities: Possibility for job training,05 Mar 2024,https://www.jobnet.com.mm/job/supply-chain-finance-operations-manager-trade-kbz-bank/96046,6
Merchandiser (Food/Non-Food/Pharmacy),Capital Diamond Star Group (CDSG),"Sales, Business Development",Yangon,Benefits: -Competitive salary -Performance based annual bonus -Staff Ferry Service -Health Insurance and other allowances,Highlights:-Fun working environment -Join an experienced team -You can make a difference,Career Opportunities: -Career Development -Learning Opportunities -Work promotions,05 Mar 2024,https://www.jobnet.com.mm/job/merchandiser-food-non-food-pharmacy-capital-diamond-star-group-cdsg/95621,6
Admin Executive (Logistics),Industry Leading Company,Administrative,Yangon,Benefits: Rewards over performance,Highlights:International Standards,Career Opportunities: Training Provided,05 Mar 2024,https://www.jobnet.com.mm/job/admin-executive-logistics/96480,6
Society Manager,"Machinery and Solutions Co., Ltd","PR, Communications",Yangon,Benefits: Rewards for over performance,Highlights:Fun working environment,Career Opportunities: •	Career development into Oil and Gas Industry •	Occasional oversea trip,05 Mar 2024,https://www.jobnet.com.mm/job/society-manager-machinery-and-solutions-co-ltd/95100,6
Senior Sales & Marketing Executive,KM Terminal and Logistics Limited,"Sales, Business Development",Mandalay,Benefits: provided as per company policy,Highlights:Corporate Culture,Career Opportunities: Opportunities for promotion,05 Mar 2024,https://www.jobnet.com.mm/job/senior-sales-and-marketing-executive-km-terminal-and-logistics-limited/96252,6
Senior Sales And Marketing Executive (Logistics),KM Terminal and Logistics Limited,"Sales, Business Development",Yangon,Benefits: Allowance provided as per company policy,Highlights:Corporate culture,Career Opportunities: Possibility for job training,05 Mar 2024,https://www.jobnet.com.mm/job/senior-sales-and-marketing-executive-logistics-km-terminal-and-logistics-limited/95755,6
Warehouse Supervisor,Pacific-AA Group,"Logistics, Warehousing, Port",Yangon,Benefits: Reward for over performance,Highlights:Fun working environment,Career Opportunities: Learn new skills on the job,05 Mar 2024,https://www.jobnet.com.mm/job/warehouse-supervisor-pacific-aa-group/96542,6
BTB Sales Executive,Pacific-AA Group,"Sales, Business Development",Yangon,Benefits: Rewards for over performance,Highlights:Fun working environment,Career Opportunities: Learn new skills on the jobs,05 Mar 2024,https://www.jobnet.com.mm/job/btb-sales-executive-pacific-aa-group/96475,6
HR Executive (Recruitment & Training),Pharmaceutical Company,"HR, Training and Recruitment",Yangon,Benefits: . Incentive Bonus . Other Benefits,Highlights:. Fun working environment,Career Opportunities: . Promotion Opportunities . Learn new experiences.,05 Mar 2024,https://www.jobnet.com.mm/job/hr-executive-recruitment-and-training-pharmaceutical-company/96889,6
Business Development Manager,Manulife Myanmar,"Sales, Business Development",Yangon,Benefits: -Commision Bonus   -Transportation Allowance   -Mobile Benefit   -Medical Benefit,Highlights:-International Standards   - Diversity & Inclusion   - Active & warm working culture   - Join an experienced team,Career Opportunities: - International Training    - Career Development   - Multi cultural explorer,05 Mar 2024,https://www.jobnet.com.mm/job/business-development-manager-manulife-myanmar/96888,6
Office Support Coordinator (Chinese Language),Super Seven Stars,Translation,Yangon,Benefits: Transportation Allowance (or) Ferry Provide Phone Bill Allowance Attendance Bonus,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,05 Mar 2024,https://www.jobnet.com.mm/job/office-support-coordinator-chinese-language-super-seven-stars/96030,6
"Specialist, Procurement",Manulife Myanmar,"Procurement, Supply Chain",Yangon,Benefits: - Performance Bonus - Mobile Benefit - Medical Benefit,Highlights:- International Standards - Diversity & Inclusion - Active & warm working culture - Join an experienced team,Career Opportunities: - International Training  - Career Development - Multi cultural explorer,05 Mar 2024,https://www.jobnet.com.mm/job/specialist-procurement-manulife-myanmar/85138,6
Associate Teacher,BrainWorks-Total International School,"Education, Teaching, Childcare",Yangon,Benefits: - Competitive salary - Experience working in multinational organization - Professional development,Highlights:- Fun working environment - International Standards,Career Opportunities: - Training Provided - Promotion Opportunities,05 Mar 2024,https://www.jobnet.com.mm/job/associate-teacher-brainworks-total-international-school/96887,6
Medical Product Executive,K.T.Z Company Limited,"Medical, Nursing, Pharmacy",Yangon,Benefits: Incentive + Bonus,Highlights:Join an experienced Team.,Career Opportunities: Promotion Opportunity,05 Mar 2024,https://www.jobnet.com.mm/job/medical-product-executive-ktz-company-limited/96886,6
Procurement Officer,Multi-industry & multinational conglomerate,"Procurement, Supply Chain",Yangon,Benefits: Overtime Payments Travel allowance,Highlights:Make a different,Career Opportunities: Learn new skill on the job.,05 Mar 2024,https://www.jobnet.com.mm/job/procurement-officer-multi-industry-and-multinational-conglomerate/96885,6
Junior Accountant,"Urban Kitchen Co.,Ltd (Bonchon Myanmar)","Finance, Accounting, Audit",Yangon,Benefits: -,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,05 Mar 2024,https://www.jobnet.com.mm/job/junior-accountant-urban-kitchen-co-ltd-bonchon-myanmar/96883,7
Physiotherapist,Pun Hlaing Hospitals,"Medical, Nursing, Pharmacy",Shan State,Benefits: •Attractive salary with additional allowances •Bonus and entitlement dependent on role and performance at management discretion,Highlights:• Medical Benefits are available as per group policy. •Family discount on medical expenses. •Leave benefits •Comfortable and flexible work schedule,Career Opportunities: •Continuous Professional development and Career development opportunity. •Opportunity to continue a master's degree of your choice.,05 Mar 2024,https://www.jobnet.com.mm/job/physiotherapist-pun-hlaing-hospitals/94235,7
Service Staff For Japanese Corporate Clients,GRAND GUARDIAN NIPPON LIFE INSURANCE,"Customer Service, Support",Yangon,Benefits: Fixed Salary,Highlights:Grow in solid organization with talented and experienced colleagues,"Career Opportunities: Learn highly sophisticated, cutting-edge product developments, underwriting, marketing, administrative processes of life insurance from the industry",05 Mar 2024,https://www.jobnet.com.mm/job/service-staff-for-japanese-corporate-clients-grand-guardian-nippon-life-insurance/96149,7
Assistant Restaurant Manager/Restaurant Manager,"Urban Kitchen Co.,Ltd (Bonchon Myanmar)",Food and Beverage,Yangon,Benefits: -Benefit will provide according to company policy.,Highlights:-Join an experienced team.,Career Opportunities: -Learn new skills on the job. -Promotion opportunities -Management potential,05 Mar 2024,https://www.jobnet.com.mm/job/assistant-restaurant-manager-restaurant-manager-urban-kitchen-co-ltd-bonchon-myanmar/96585,7
Business Representative,Myanmar Brewery Ltd,"Sales, Business Development",Yangon,Benefits: - Meal and Travel Allowance - Bonus - Life Insurance - Medical Benefits,Highlights:- Fun working environment - International Standard - Join the winning team,Career Opportunities: - Training Provided - Learn new skills - Promotion Opportunities,05 Mar 2024,https://www.jobnet.com.mm/job/business-representative-myanmar-brewery-ltd/95977,7
Financial Portfolio Manager -Sales Executive,AIA Myanmar,"Sales, Business Development",Ayeyawady  Division,Benefits: -	Health Benefits -	Sales Commission -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,05 Mar 2024,https://www.jobnet.com.mm/job/financial-portfolio-manager-sales-executive-aia-myanmar/96367,7
Core Network Engineer,"Mascots Co.,Ltd","IT Hardware, Software",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,05 Mar 2024,https://www.jobnet.com.mm/job/core-network-engineer-mascots-co-ltd/95780,7
PHP Full-Stack Developer - Mid-Senior or Senior,"Mascots Co.,Ltd","IT Hardware, Software",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,05 Mar 2024,https://www.jobnet.com.mm/job/php-full-stack-developer-mid-senior-or-senior-mascots-co-ltd/95001,7
WPS/Admin Operation Supervisor (Contract),Unilever Myanmar,Administrative,Yangon,Benefits: Problem solving skill Communication skill,Highlights:*International Standard *Join an experienced team *Make it Difference,Career Opportunities: *Free Digital Learning Platforms *Learn new skill on job,05 Mar 2024,https://www.jobnet.com.mm/job/wps-admin-operation-supervisor-contract-unilever-myanmar/96465,7
Medical & Occupational Health Nurse (Contract),Unilever Myanmar,"Medical, Nursing, Pharmacy",Yangon,Benefits: International Organization,Highlights:Join an experienced team,Career Opportunities: Learn new skills Training provided,05 Mar 2024,https://www.jobnet.com.mm/job/medical-and-occupational-health-nurse-contract-unilever-myanmar/96130,7
Logistics Coordinator,East West Seed Myanmar,"Logistics, Warehousing, Port",Yangon,Benefits: Variable pay/ bonus over performance - Meals allowance - Health & Group Life insurance package,Highlights:- Flexible working environment - Can make a difference - Join experience team,Career Opportunities: - Learning & Development provided - Learn international working practices - Career development opportunities - Management potential,05 Mar 2024,https://www.jobnet.com.mm/job/logistics-coordinator-east-west-seed-myanmar/96882,7
GTM SHE Support Manager,Unilever Myanmar,"Engineering, Technical, HSE",Yangon,Benefits: *Bonus *Competitive Salary *Medical Benefit *Life Insurance,Highlights:*International Standard *Join an experienced team *Make it Difference,Career Opportunities: *Free Digital Learning Platforms *Learn new skill on job *Promotion potential,05 Mar 2024,https://www.jobnet.com.mm/job/gtm-she-support-manager-unilever-myanmar/94860,7
Stock Controller (Taunggyi Branch),Concordia International,"Logistics, Warehousing, Port",Shan State,Benefits: - ရက်မှန်ကြေး - ထမင်းစားစရိတ် - ခရီးသွားလာစရိတ်,Highlights:- တက္ကသိုလ်တစ်ခုခုမှ ဘွဲ့ရရှိပြီးသူဖြစ်ရမည်။,Career Opportunities: Possibility for job training,05 Mar 2024,https://www.jobnet.com.mm/job/stock-controller-taunggyi-branch-concordia-international/95806,7
IT Trainer,MPT - Myanma Posts & Telecommunications,"IT Hardware, Software",Yangon,Benefits: *Ferry Transport *Health Insurance *Performance Bonus,Highlights:An awesome company * Join a winning team * You can make a difference,Career Opportunities: Opportunities for promotion - Possibility for job training - Learn new skills and techniques,05 Mar 2024,https://www.jobnet.com.mm/job/it-trainer-mpt-myanma-posts-and-telecommunications/96881,7
Service Admin,RGK+Z&A Group (Zeya & Associates),Administrative,Yangon,Benefits: * Bonus * IPR Review * Other Benefits,Highlights:* Fun Working environment * Join an experienced team,Career Opportunities: * Training & Development * Promotion Opportunities * Learn new Skills on the job,05 Mar 2024,https://www.jobnet.com.mm/job/service-admin-rgk-zanda-group-zeya-and-associates/96880,7
Technical Trainer,MPT - Myanma Posts & Telecommunications,"IT Hardware, Software",Yangon,Benefits: *Ferry Transport *Health Insurance *Performance Bonus,Highlights:An awesome company * Join a winning team * You can make a difference,Career Opportunities: Opportunities for promotion - Possibility for job training - Learn new skills and techniques,05 Mar 2024,https://www.jobnet.com.mm/job/technical-trainer-mpt-myanma-posts-and-telecommunications/96879,7
Customer Service And Export Docu. Executive,Ben Line Agencies (Myanmar) Ltd,"Customer Service, Support",Yangon,Benefits: - Performance Bonus based on performance appraisal,Highlights:PLEASE DO NOT APPLY FOR THIS POSITION IF YOU HAVE NO PREVIOUS EXPERIENCE.,Career Opportunities: - Training provided,05 Mar 2024,https://www.jobnet.com.mm/job/customer-service-and-export-docu-executive-ben-line-agencies-myanmar-ltd/96878,7
BD & Government Relations Manager,Real Growth Energy,"Strategy, Planning",NayPyiTaw,"Benefits: Ferry Provide,  Transportation Allowance,  Saturday, Sunday and Gazette Day Off",Highlights:Join a winning team,Career Opportunities: Promotion Opportunities,04 Mar 2024,https://www.jobnet.com.mm/job/bd-and-government-relations-manager-real-growth-energy/96877,7
Treasury Account Executive,Wilmar Myanmar Limited,"Finance, Accounting, Audit",Yangon,Benefits: Meal Allowance  Ferry allowance Ph bill allowance Yearly Bonous,Highlights:Fun working environment,Career Opportunities: Promotions opportunities,04 Mar 2024,https://www.jobnet.com.mm/job/treasury-account-executive-wilmar-myanmar-limited/94012,7
Junior Contracts Officer (MPRL E&P),MPRL E&P Group of Companies,"Legal, Risk and Compliance",Yangon,Benefits: Lunch Ferry Transportation Uniform,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,04 Mar 2024,https://www.jobnet.com.mm/job/junior-contracts-officer-mprl-eandp-mprl-eandp-group-of-companies/96875,7
Junior Content Writer,Asia Strategic Holdings,"Marketing, Media, Creative",Yangon,Benefits: - Rewards over performance,Highlights:- International Standards,Career Opportunities: - Learn new skills on job,04 Mar 2024,https://www.jobnet.com.mm/job/junior-content-writer-asia-strategic-holdings/95832,7
Assistant Frontline Manager (Retail),Blazon Group,"Sales, Business Development",Yangon,Benefits: Yearly Bonus  Incentive(Monthly),Highlights:An awesome company,Career Opportunities: Opportunities for promotion,04 Mar 2024,https://www.jobnet.com.mm/job/assistant-frontline-manager-retail-blazon-group/96872,7
IT Project Manager (Software & Card Domain),KBZ Bank,"IT Hardware, Software",Yangon,Benefits: International Standard,Highlights:International Standard,Career Opportunities: International Standard,04 Mar 2024,https://www.jobnet.com.mm/job/it-project-manager-software-and-card-domain-kbz-bank/83756,7
Radiographer,Pun Hlaing Hospitals,"Medical, Nursing, Pharmacy",Mandalay,Benefits: •Attractive salary with additional allowances  •Bonus and entitlement dependent on role and performance at management discretion,Highlights:•	Medical Benefits are available as per group policy. •	Family discount on medical expenses. •	Leave benefits.,Career Opportunities: •Continuous Professional development and Career development opportunity. •Opportunity to continue a master's degree of your choice.,04 Mar 2024,https://www.jobnet.com.mm/job/radiographer-pun-hlaing-hospitals/94091,7
System Analyst,Dai-ichi Life Insurance Myanmar Ltd.,"IT Hardware, Software",Yangon,Benefits: Rewards for over performance,Highlights:Join an experienced team,Career Opportunities: Learn new skills on the job,04 Mar 2024,https://www.jobnet.com.mm/job/system-analyst-dai-ichi-life-insurance-myanmar-ltd/96870,7
Receptionist,Myanmar Oasis Manufacturing,Administrative,Yangon,"Benefits: •	Bonus, Overtime Pay, •	Meal allowance with very fair price, •	Ferry Provided",Highlights:•	Happy Working Environment,Career Opportunities: •	Training provided  •	Learn new skills on the job  •	Promotion opportunity •	Management potential,04 Mar 2024,https://www.jobnet.com.mm/job/receptionist-myanmar-oasis-manufacturing/96529,7
IT Executive,"Urban Kitchen Co.,Ltd (Bonchon Myanmar)","IT Hardware, Software",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,04 Mar 2024,https://www.jobnet.com.mm/job/it-executive-urban-kitchen-co-ltd-bonchon-myanmar/96867,7
Senior IT Support,Industry Leading Company,"IT Hardware, Software",Yangon,Benefits: Rewards for over performance,Highlights:Fun Working environment Make a difference Join an experienced team,Career Opportunities: Training provided Learn new Skills on the job Management potential,04 Mar 2024,https://www.jobnet.com.mm/job/senior-it-support/96866,7
Customer Development Executive (On Premises),Coca-Cola Pinya Beverages Myanmar,"Customer Service, Support",Yangon,Benefits: Rewards for over performance,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,04 Mar 2024,https://www.jobnet.com.mm/job/customer-development-executive-on-premises-coca-cola-pinya-beverages-myanmar/96865,7
Financial Portfolio Manager -Sales Executive,AIA Myanmar,#N/A,Mandalay,Benefits: -	Health Benefits -	Sales Commission -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,N/A,https://www.jobnet.com.mm/job/financial-portfolio-manager-sales-executive-aia-myanmar/96864,7
"Analyst, Creative Design",AIA Myanmar,"Marketing, Media, Creative",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,04 Mar 2024,https://www.jobnet.com.mm/job/analyst-creative-design-aia-myanmar/92975,8
Myanmar Language Teacher,"BFI Education Services Co., Ltd","Education, Teaching, Childcare",Yangon,Benefits: Meal Rewards for over performance,Highlights:Fun Working environment,Career Opportunities: learning new skills,04 Mar 2024,https://www.jobnet.com.mm/job/myanmar-language-teacher-bfi-education-services-co-ltd/94264,8
"Analyst, Reception",AIA Myanmar,Administrative,Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,04 Mar 2024,https://www.jobnet.com.mm/job/analyst-reception-aia-myanmar/96863,8
Admission Officer,"BFI Education Services Co., Ltd","Education, Teaching, Childcare",Yangon,Benefits: Meal Yearly Increment  School Holidays,Highlights:International Environment,Career Opportunities: Learn new skills at the job,04 Mar 2024,https://www.jobnet.com.mm/job/admission-officer-bfi-education-services-co-ltd/96677,8
Office Manager (Female),"BFI Education Services Co., Ltd",Administrative,Yangon,Benefits: Meal Yearly Increment School Holidays,Highlights:International working environment,Career Opportunities: Learn new skills on the job,04 Mar 2024,https://www.jobnet.com.mm/job/office-manager-female-bfi-education-services-co-ltd/96675,8
Talent Acquisition Specialist,KBZMS,"HR, Training and Recruitment",Yangon,Benefits: * Overtime payments * Rewards for over performance,Highlights:* Fun Working environment * International Standards * Make a difference * Join an experienced team,Career Opportunities: * Training provided * Learn new skills on the job * Promotion opportunities * Management potential,04 Mar 2024,https://www.jobnet.com.mm/job/talent-acquisition-specialist-kbzms/96862,8
"Senior Analyst, Actuarial",AIA Myanmar,"Finance, Accounting, Audit",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,04 Mar 2024,https://www.jobnet.com.mm/job/senior-analyst-actuarial-aia-myanmar/93215,8
"Assistant Manager, Actuarial",AIA Myanmar,"Finance, Accounting, Audit",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,04 Mar 2024,https://www.jobnet.com.mm/job/assistant-manager-actuarial-aia-myanmar/84716,8
"Manager, Rewards Management",AIA Myanmar,"HR, Training and Recruitment",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,04 Mar 2024,https://www.jobnet.com.mm/job/manager-rewards-management-aia-myanmar/93099,8
